BioSample_s	SAMN03565741	SAMN03565809	SAMN03565808	SAMN03565807	SAMN03565806	SAMN03565805	SAMN03565793	SAMN03565794	SAMN03565795	SAMN03565796	SAMN03565797	SAMN03565798	SAMN03565799	SAMN03565800	SAMN03565801	SAMN03565802	SAMN03565803	SAMN03565804	SAMN03565769	SAMN03565770	SAMN03565771	SAMN03565772	SAMN03565773	SAMN03565774	SAMN03565775	SAMN03565776	SAMN03565777	SAMN03565778	SAMN03565779	SAMN03565780	SAMN03565781	SAMN03565782	SAMN03565783	SAMN03565784	SAMN03565785	SAMN03565786	SAMN03565787	SAMN03565788	SAMN03565789	SAMN03565790	SAMN03565791	SAMN03565792	SAMN03565719	SAMN03565721	SAMN03565722	SAMN03565723	SAMN03565724	SAMN03565725	SAMN03565726	SAMN03565727	SAMN03565728	SAMN03565729	SAMN03565730	SAMN03565731	SAMN03565732	SAMN03565733	SAMN03565734	SAMN03565735	SAMN03565736	SAMN03565737	SAMN03565738	SAMN03565739	SAMN03565740	SAMN03565742	SAMN03565743	SAMN03565744	SAMN03565745	SAMN03565746	SAMN03565747	SAMN03565748	SAMN03565749	SAMN03565750	SAMN03565751	SAMN03565752	SAMN03565753	SAMN03565754	SAMN03565755	SAMN03565756	SAMN03565757	SAMN03565758	SAMN03565759	SAMN03565760	SAMN03565761	SAMN03565762	SAMN03565763	SAMN03565764	SAMN03565765	SAMN03565766	SAMN03565767	SAMN03565768	SAMN03565707	SAMN03565708	SAMN03565709	SAMN03565710	SAMN03565711	SAMN03565712	SAMN03565713	SAMN03565714	SAMN03565715	SAMN03565716	SAMN03565717	SAMN03565718	SAMN03565720
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XIII;g__	0.0	0.001204335608189482	0.001951219512195122	0.0	0.0	0.0	0.0	0.0002196836555360281	0.0	0.0	0.0	0.0007254261878853826	0.000507700118463361	0.0	0.0005159958720330237	0.0002081165452653486	0.0019455252918287938	0.0	0.0	0.0	0.00020652622883106156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008301051466519093	0.0	0.00023386342376052386	0.0002799552071668533	0.0	0.0	0.0	0.0036189737624402222	0.0004073319755600815	0.00020703933747412008	0.00022972662531587412	0.0	0.0011173184357541898	0.0	0.0	0.0031385281385281384	0.0	0.0	0.0	0.0	0.00027932960893854746	0.0	0.0	0.0	0.00026215755669157164	0.0	0.00017528483786152498	0.0	0.005488474204171241	0.0	0.0	0.0	0.0	0.0	0.0010197838058331632	0.0	0.0003891050583657588	0.0	0.0	0.001931900507123883	0.001902587519025875	0.0	0.0	0.00016283992835043154	0.00038304392236976505	0.0015780337699226763	0.00014461315979754158	0.0016342539630658604	0.0005034401745259272	0.00031496062992125983	0.0	0.0002671653753673524	0.0003807348181991243	0.0011072445428661815	0.0001690045631232043	0.0	0.0008559201141226819	0.0	0.0	0.004589193190229459	0.0001124985937675779	0.0009719222462203023	0.00036343812465927677	0.0	0.00018986140117714068	0.0	0.0	0.00018611576400521124	0.0007421150278293135	0.0002573340195573855	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XIII;g__Anaerovorax	0.00030432136335970786	0.0	0.0003252032520325203	0.0	0.0003022974607013301	0.00025056376847907793	0.0	0.0002196836555360281	0.0	0.0	0.001160092807424594	0.0	0.00016923337282112033	0.0	0.0010319917440660474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00027693159789531985	0.0	0.00023832221163012392	0.0	0.0002767017155506364	0.0	0.0009354536950420954	0.0016797312430011197	0.0	0.0002063983488132095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00398406374501992	0.00030211480362537764	0.0	0.0003572704537334762	0.0	0.0	0.0	0.0	0.0	0.00031756113051762465	0.0	0.0	0.0	0.00035056967572304995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021132713440405747	0.0	0.0002414875633904854	0.0001902587519025875	0.0	0.0	0.0	0.00012768130745658836	0.0009468202619536059	0.0	0.0003268507926131721	0.0006712535660345696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001237484531443357	0.00021598272138228941	0.00036343812465927677	0.0	0.0	0.0	0.0	0.0	0.00037105751391465676	0.0002573340195573855	0.0005247966413014956	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__	0.020085209981740716	0.006423123243677237	0.006829268292682927	0.021207177814029362	0.004081015719467956	0.03558005512402907	0.006063055780113177	0.024604569420035145	0.018447964708241425	0.04334451901565995	0.022815158546017015	0.06238665215814293	0.009307835505161621	0.012489818083084442	0.004643962848297214	0.01748178980228928	0.01621271076523995	0.004163568773234201	0.01392931392931393	0.03664645399419984	0.01486988847583643	0.03032721468475659	0.0037917959324370912	0.06568627450980391	0.009929448654298406	0.03505402160864345	0.008549715009499683	0.01578510108003323	0.010227446191421156	0.007149666348903719	0.0038935756002595728	0.0060874377421140016	0.006435643564356435	0.025257249766136577	0.030515117581187017	0.0038154699965313905	0.011145510835913312	0.01718426501035197	0.009176683469044848	0.012830957230142563	0.01780538302277433	0.013094417643004822	0.002604166666666667	0.0015642458100558658	0.00597609561752988	0.01117824773413897	0.0038961038961038957	0.011789924973204717	0.00714796283059328	0.0168388825105243	0.004522064556369874	0.007821229050279328	0.03193933823529411	0.01365512861225786	0.0017578554163920018	0.002228339231878359	0.0035703197764669356	0.0035056967572304996	0.007471490365709793	0.009659714599341382	0.026698450536352798	0.029579547855482783	0.006817213463996591	0.03069628150736212	0.020318794885268873	0.06281868243932287	0.004415660877244629	0.03657587548638132	0.011411665257819103	0.021088148460565167	0.021250905578362716	0.012366818873668188	0.003130870381966186	0.02385482218644812	0.009119035987624166	0.003319713993871297	0.007101151964652044	0.004772234273318872	0.011766628534074198	0.01241819097163954	0.014488188976377955	0.010062893081761006	0.012423189954581883	0.0070435941366838	0.002847200253084467	0.009464255534899442	0.007620060251639197	0.03509272467902998	0.024827233171231134	0.005853139411138702	0.002072538860103627	0.008887388907638655	0.018034557235421172	0.02326003997819371	0.02288385826771653	0.010442377064742738	0.006340213139079995	0.009174311926605505	0.024753396612693088	0.0037105751391465673	0.010808028821410189	0.0018367882445552348	0.016133098058986644
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia	0.005021302495435181	0.0034791917569918372	0.009756097560975608	0.021207177814029362	0.014207980652962518	0.010022550739163114	0.014820803018054428	0.002196836555360281	0.0196510928413876	0.019854586129753923	0.011600928074245943	0.01124410591222343	0.03384667456422406	0.02579418951941352	0.00980392156862745	0.01602497398543184	0.020103761348897527	0.009516728624535316	0.011226611226611227	0.01080938571051938	0.004750103263114415	0.015429635541367384	0.002757669769045157	0.026143790849673196	0.018552390906715444	0.01392557022809124	0.010766307789740342	0.02880088618111327	0.014806899709967949	0.005481410867492851	0.005580791693705386	0.027670171555063645	0.011633663366336635	0.008652946679139384	0.030235162374020172	0.43947277141866103	0.009287925696594425	0.015527950310559011	0.025720563525914432	0.02993890020366598	0.020496894409937887	0.017229496898690553	0.005729166666666666	0.006256983240223465	0.012450199203187249	0.01631419939577039	0.023376623376623377	0.004823151125401929	0.0014295925661186562	0.02736318407960199	0.024949321690316537	0.007262569832402233	0.00988051470588235	0.003175611305176246	0.001977587343441002	0.0022283392318783587	0.025768394908413532	0.008939526730937774	0.00720933280901822	0.0013172338090010976	0.014541120381406434	0.04817240650750052	0.0029825308904985084	0.02295982031444971	0.002977754422841128	0.02345502753416276	0.005740359140418017	0.016731517509727626	0.0743871513102282	0.023759313932236754	0.02559768171939146	0.020357686453576863	0.003548319766228344	0.016098346260793206	0.013352874124735388	0.0071501532175689475	0.0011046236389458735	0.017208966015907448	0.005229612681810753	0.02903171673099513	0.10708661417322828	0.01861635220125785	0.01643067058509217	0.007614696363982486	0.014552356849098388	0.028730775730944742	0.02463228779018254	0.019400855920114125	0.029178397747632458	0.008336289464349061	0.04455958549222795	0.05073686578917766	0.01252699784017279	0.02598582591313828	0.017839566929133854	0.04385798367191949	0.031161473087818706	0.02368252613612119	0.033314721756932814	0.020779220779220783	0.015954709212557903	0.0020991865652059826	0.018149735316359973
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium_XlVa	0.0007608034083992697	0.0016057808109193094	0.0013008130081300813	0.0023304591004427878	0.0018137847642079805	0.004009020295665246	0.002155753166262463	0.04723198594024604	0.0038099057549629035	0.0011185682326621924	0.0038669760247486465	0.005803409503083061	0.0033846674564224064	0.0035297311973934292	0.0020639834881320948	0.0	0.0	0.0013382899628252788	0.002286902286902287	0.0034273662008963883	0.0004130524576621231	0.0029263101888800215	0.0003447087211306446	0.001633986928104575	0.0036582179252678333	0.0019207683073229293	0.0017416086130462316	0.0027693159789531985	0.0007632422530911312	0.00023832221163012392	0.0005191434133679429	0.014388489208633094	0.0024752475247524753	0.0018709073900841906	0.003079507278835386	0.009365244536940686	0.0030959752321981426	0.0026915113871635614	0.001550988755331524	0.002851323828920571	0.004347826086956522	0.002526992878474615	0.00078125	0.000223463687150838	0.00199203187250996	0.0006042296072507553	0.0007575757575757576	0.0001786352268667381	0.0	0.000574052812858783	0.0	0.0036312849162011174	0.004136029411764706	0.0025404890441409972	0.0010986596352450012	0.0010486302267662866	0.0004656938838869916	0.0015775635407537247	0.0010486302267662866	0.007464324917672887	0.0023837902264600714	0.0027466723008662585	0.017753160062491127	0.0027451959071624656	0.0017516202487300753	0.013257189475831125	0.00044156608772446274	0.0035019455252918285	0.012045646661031278	0.0022494025024602836	0.010142477662400388	0.0020928462709284626	0.0010436234606553954	0.0002926972047416947	0.0039081582804103565	0.0022982635342185904	0.001262427015938141	0.0017353579175704988	0.0009805523778395162	0.0030206410471555634	0.005984251968503937	0.005911949685534591	0.0010686615014694097	0.00019036740909956216	0.0009490667510281556	0.002197059320601656	0.002658160552897395	0.004279600570613409	0.003327361146659841	0.0019510464703795674	0.0023686158401184307	0.0008999887501406232	0.001511879049676026	0.0007268762493185535	0.008366141732283465	0.003037782418834251	0.004451639012545527	0.011521228931085984	0.0013028103480364787	0.0011131725417439704	0.0002573340195573855	0.0	0.0005041593143433325
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium_XlVb	0.00030432136335970786	0.0	0.0	0.00023304591004427873	0.0	0.0	0.00026946914578280785	0.0	0.0	0.0005592841163310962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005947955390334573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001651186790505676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001786352268667381	0.0	0.0	0.0	0.0	0.002068014705882353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000142025280499929	0.0	0.0	0.0	0.0	0.0	0.00021132713440405747	0.0	0.0	0.0	0.0	0.0	0.00016283992835043154	0.0	0.0	0.00014461315979754158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006654722293319683	0.0	0.0	0.0014624817189785129	0.0	0.0	0.0	0.002468198215302829	0.0009442870632672333	0.0002133560913164071	0.0	0.0	0.0	0.0	0.00025207965717166626
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus	0.0012172854534388314	0.001070520540612873	0.0055284552845528455	0.00046609182008855747	0.0016626360338573155	0.0010022550739163117	0.0	0.0015377855887521966	0.0	0.0005592841163310962	0.0058004640371229705	0.003989844033369604	0.0008461668641056017	0.0019006244909041542	0.00980392156862745	0.0033298647242455777	0.02237354085603113	0.0005947955390334573	0.01808731808731809	0.002636435539151068	0.00020652622883106156	0.001596169193934557	0.0003447087211306446	0.0029411764705882357	0.0026130128037627383	0.0009603841536614646	0.0009499683343888538	0.001661589587371919	0.000610593802472905	0.0007149666348903718	0.003114860480207657	0.004980630879911455	0.002227722772277228	0.0018709073900841909	0.001959686450167973	0.0	0.007430340557275541	0.004968944099378882	0.0009047434406100556	0.003258655804480652	0.002484472049689441	0.013324144268320699	0.0	0.000223463687150838	0.00099601593625498	0.0030211480362537764	0.0003246753246753247	0.005001786352268668	0.0028591851322373124	0.000574052812858783	0.0003118665211289568	0.007262569832402235	0.01999080882352941	0.0006351222610352493	0.002856515051637003	0.0	0.0	0.00035056967572304995	0.00013107877834578582	0.0002195389681668496	0.0030989272943980927	0.0	0.0	0.0074868979286249054	0.0005254860746190227	0.000611870283499898	0.0004415660877244628	0.0015564202334630351	0.00021132713440405747	0.0	0.0070031393383240765	0.0017123287671232876	0.0002087246921310791	0.0002926972047416947	0.00016283992835043154	0.001787538304392237	0.0023670506548840145	0.0023138105567606653	0.002451380944598791	0.0013425071320691392	0.00031496062992125983	0.0017610062893081758	0.0	0.003616980772891681	0.002530844669408415	0.006084164272435356	0.0021265284423179157	0.015121255349500713	0.0035833120040952137	0.000354735721887194	0.0	0.0026999662504218697	0.002699784017278618	0.034163183717972015	0.003937007874015748	0.0018986140117714066	0.0	0.0	0.0035361995160990136	0.0018552875695732839	0.011837364899639734	0.002623983206507478	0.007310310057978321
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea	0.0010651247717589774	0.0012043356081894822	0.0035772357723577236	0.0013982754602656724	0.0012091898428053204	0.004259584064144325	0.005389382915656156	0.0013181019332161685	0.0034088630439141764	0.0025167785234899327	0.0007733952049497294	0.0003627130939426913	0.004569301066170249	0.0008145533532446375	0.00954592363261094	0.003954214360041623	0.0019455252918287938	0.0016356877323420074	0.0016632016632016633	0.0007909306617453205	0.00020652622883106156	0.001596169193934557	0.0	0.008169934640522876	0.006793833289783119	0.0009603841536614646	0.0023749208359721344	0.0027693159789531985	0.002747672111128072	0.0021448999046711154	0.0011680726800778714	0.0008301051466519092	0.0014851485148514852	0.004911131898971001	0.0022396416573348264	0.0	0.00804953560371517	0.002484472049689441	0.0031019775106630476	0.0022403258655804485	0.0035196687370600416	0.0027567195037904893	0.0	0.00223463687150838	0.0	0.003323262839879154	0.00010822510822510823	0.0014290818149339049	0.0011913271384322134	0.0007654037504783774	0.000779666302822392	0.00027932960893854746	0.001608455882352941	0.0022229279136233727	0.004834102395078005	0.00026215755669157164	0.0007761564731449859	0.0010517090271691498	0.0011797090051120724	0.0002195389681668496	0.008581644815256258	0.01500105641242341	0.000284050560999858	0.003493885700024956	0.0	0.004894962267999183	0.0004415660877244628	0.0035019455252918294	0.0019019442096365174	0.0032335160972866584	0.0016904129437333977	0.0005707762557077625	0.0031308703819661866	0.0002926972047416947	0.0016283992835043155	0.002170582226762002	0.002051443900899479	0.0008676789587852494	0.0006537015852263442	0.0	0.005196850393700788	0.005031446540880503	0.004541811381244991	0.001142204454597373	0.0049035115469788036	0.0011830319418624302	0.0033670033670033673	0.003423680456490727	0.007166624008190426	0.0031926214969847464	0.0014803849000740192	0.009449881876476544	0.0005399568034557236	0.002544066872614937	0.003813976377952756	0.004936396430605658	0.0002697963037906381	0.0004267121826328142	0.005025125628140704	0.0033395176252319107	0.003088008234688626	0.0	0.0015124779430299975
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium	0.0	0.0	0.0	0.0009321836401771149	0.0	0.004760711601102481	0.0	0.0	0.00020052135552436334	0.0	0.0003866976024748647	0.0007254261878853826	0.0	0.0	0.001805985552115583	0.0008324661810613944	0.00032425421530479895	0.0	0.0	0.0	0.00020652622883106156	0.0005320563979781857	0.0	0.000980392156862745	0.0	0.00024009603841536616	0.00031665611146295124	0.0	0.0	0.00023832221163012392	0.0	0.0	0.00024752475247524753	0.0007015902712815716	0.0	0.0	0.0	0.0010351966873706005	0.0	0.0	0.0	0.0	0.0	0.00111731843575419	0.0	0.0	0.0	0.0	0.0004765308553728854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017528483786152498	0.0	0.0	0.0	0.0	0.0	0.0017469428500124782	0.0	0.0	0.0007359434795407713	0.0007782101167315176	0.0010566356720202875	0.0	0.0009659502535619416	0.0	0.0	0.0005853944094833894	0.0	0.0	0.0	0.0	0.0	0.0003356267830172848	0.0	0.0	0.0	0.0	0.00015817779183802593	0.0	0.0	0.0008559201141226819	0.0	0.0	0.0	0.0	0.0	0.0	0.0004921259842519685	0.0	0.0	0.0002133560913164071	0.0003722315280104225	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016923337282112033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012978585334198572	0.0	0.0	0.0	0.0	0.0	0.0	0.00020703933747412008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021645021645021645	0.0	0.0	0.00019135093761959434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021128248468201986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014058765640376775	0.0	0.0	0.0	0.0	0.00016283992835043154	0.0	0.0	0.0	0.0	0.0001678133915086424	0.00031496062992125983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002697963037906381	0.0002133560913164071	0.00018611576400521124	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospiracea_incertae_sedis	0.046865489957395014	0.02341763682590661	0.022764227642276418	0.025868096014914934	0.006801692865779927	0.06088699574041596	0.010778765831312312	0.0006590509666080844	0.01925005013033888	0.036912751677852344	0.041763341067285374	0.04388828436706566	0.023523438822135725	0.0991039913114309	0.011609907120743036	0.0287200832466181	0.05155642023346302	0.006245353159851303	0.017671517671517672	0.01581861323490641	0.0072284180090871515	0.01702580473530194	0.00517063081695967	0.08071895424836599	0.07264175594460412	0.058583433373349335	0.013299556681443952	0.037662697313763496	0.02869790871622653	0.013107721639656818	0.02180402336145359	0.02158273381294964	0.04232673267326734	0.014733395696913006	0.05347144456886898	0.026361429066944157	0.022910216718266263	0.028571428571428577	0.0305027788548533	0.01812627291242362	0.017598343685300204	0.04456696531127959	0.00078125	0.014078212290502792	0.11304780876494024	0.04501510574018128	0.030627705627705636	0.03215434083601287	0.02406480819633071	0.038270187523918864	0.05426477467643847	0.023184357541899438	0.028262867647058817	0.05938393140679581	0.012964183695891016	0.009568750819242362	0.0029493945979509467	0.012269938650306749	0.012452483942849651	0.004829857299670692	0.014064362336114418	0.06042679061905767	0.04246555886947875	0.03069628150736211	0.01366263794009459	0.012237405669997958	0.02929055048572269	0.05252918287937742	0.020498732037193584	0.03528750175734572	0.0763100700313934	0.0197869101978691	0.010853683990816113	0.04053856285672472	0.01742387233349618	0.0020429009193054137	0.005838724948713903	0.011569052783803326	0.03448275862068966	0.01174693740560497	0.02393700787401575	0.07157232704402516	0.011354528453112476	0.011041309727774604	0.006485289465359064	0.0905864458340375	0.02622718412192097	0.0239657631954351	0.0268748400307141	0.007626818020574672	0.04529977794226499	0.01822477219034762	0.0038876889848812103	0.021988006541886238	0.05991633858267716	0.04594645908486803	0.034399028733306344	0.02794964796244933	0.04355108877721943	0.021892393320964754	0.016726711271230058	0.0020991865652059826	0.014368540458784978
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lactonifactor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003815469996531391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Marvinbryantia	0.00015216068167985393	0.0	0.0	0.0	0.0	0.0	0.00013473457289140393	0.0	0.00060156406657309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002079002079002079	0.0	0.0	0.0	0.0	0.000326797385620915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022972662531587412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007151370679380214	0.0	0.0	0.0	0.0	0.0	0.0	0.0003891050583657588	0.00042265426880811494	0.0	0.0	0.0	0.0	0.0	0.00016283992835043154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004921259842519685	0.0	0.0	0.0019202048218476637	0.0	0.0	0.0	0.0	0.00025207965717166626
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	0.04869141813755326	0.020072260136491372	0.0055284552845528455	0.007457469121416919	0.0009068923821039903	0.04184414933600602	0.00013473457289140393	0.0	0.016442751152997793	0.0011185682326621924	0.007347254447022428	0.02538991657598839	0.0006769334912844813	0.03638338311159381	0.0020639834881320948	0.005202913631633716	0.017509727626459144	0.0016356877323420074	0.002286902286902287	0.006854732401792776	0.0004130524576621231	0.03511572226656026	0.008617718028266115	0.0026143790849673205	0.015155474261823884	0.0031212484993997595	0.02849905003166561	0.011631127111603433	0.006716531827201954	0.008579599618684462	0.003244646333549644	0.0008301051466519092	0.022772277227722775	0.010523854069223574	0.024076147816349383	0.06174124176205341	0.009907120743034056	0.0308488612836439	0.0024557321959415793	0.002443991853360489	0.010766045548654244	0.013324144268320697	0.008593749999999999	0.008268156424581006	0.00647410358565737	0.0036253776435045317	0.00010822510822510823	0.008038585209003217	0.001667857993805099	0.0026789131266743206	0.0003118665211289568	0.0016759776536312849	0.025735294117647058	0.024769768180374727	0.0030762469786860033	0.0022283392318783587	0.004346476249611922	0.004031551270815075	0.007209332809018222	0.0	0.03909415971394517	0.005070779632368475	0.0	0.054903918143249304	0.0008758101243650377	0.002447481133999592	0.006770680011775097	0.017120622568093383	0.057269653423499586	0.024462252214255593	0.006761651774933592	0.0	0.0	0.002926972047416947	0.013515714053085813	0.0005107252298263534	0.0011046236389458735	0.00274765003615329	0.0017976793593724467	0.0021815740896123518	0.0025196850393700786	0.004528301886792454	0.0028052364413572004	0.03255282695602513	0.0006327111673521037	0.017407470001690045	0.0278220804536594	0.02767475035663338	0.005630918863578193	0.02128414331323164	0.00029607698001480384	0.0077624029699628755	0.0	0.0016354715609667456	0.04404527559055117	0.0009493070058857033	0.0016187778227438286	0.0014934926392148496	0.003163967988088591	0.0011131725417439704	0.000514668039114771	0.0	0.006049911772119991
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Ruminococcus2	0.012477175897748022	0.006289308176100628	0.0026016260162601626	0.01724539734327662	0.005290205562273277	0.012027060886995742	0.009027216383724064	0.004613356766256591	0.028474032484459594	0.024608501118568243	0.014694508894044857	0.004352557127312295	0.017600270773396515	0.03366820526744502	0.015479876160990712	0.008949011446409989	0.02107652399481193	0.0037174721189591076	0.014137214137214138	0.024782494068020033	0.015489467162329615	0.035647778664538436	0.008617718028266115	0.010130718954248368	0.01358766657956624	0.030012004801920768	0.012191260291323626	0.0321240653558571	0.015264845061822623	0.005004766444232603	0.011680726800778717	0.020475926950747094	0.014851485148514854	0.010056127221702526	0.02855543113101904	0.0	0.01176470588235294	0.03933747412008281	0.039033217009176675	0.029735234215885947	0.02008281573498965	0.013094417643004822	0.0018229166666666667	0.017653631284916198	0.01693227091633466	0.01903323262839879	0.004978354978354978	0.003929974991068238	0.0061949011198475104	0.006888633754305396	0.007952596288788399	0.009776536312849162	0.016314338235294115	0.023181962527786603	0.00966820479015601	0.0006553938917289291	0.007606333436820862	0.002278702892199825	0.014942980731419583	0.040834248079034026	0.02502979737783075	0.07246989224593282	0.004260758414997869	0.03918143249313701	0.002977754422841128	0.017540281460330407	0.006917868707683251	0.014007782101167317	0.020287404902789515	0.03345986222409672	0.0381550350156967	0.03900304414003044	0.018785222291797115	0.012439631201522024	0.02882266731802638	0.01787538304392237	0.01388669717531955	0.014461315979754157	0.009968949174701747	0.022151367679140794	0.03669291338582677	0.033081761006289304	0.09110339300026718	0.003997715591090806	0.01882315722872509	0.02061855670103093	0.020556441609073193	0.018259629101283884	0.0629639109291016	0.013479957431713374	0.03478904515173945	0.023624704691191357	0.018898488120950324	0.05051789932763946	0.047121062992125984	0.03512435921777103	0.015648185619857008	0.015788350757414124	0.03610645821701098	0.0326530612244898	0.0123520329387545	0.001311991603253739	0.013360221830098315
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Syntrophococcus	0.0013694461351186854	0.0006690753378830456	0.001951219512195122	0.004194826380797017	0.003022974607013301	0.003507892758707091	0.0004042037186742118	0.0004393673110720562	0.008822939643071986	0.010626398210290829	0.010440835266821347	0.011969532100108813	0.0016923337282112032	0.00027151778441487917	0.0043859649122807015	0.0035379812695109265	0.0009727626459143969	0.00044609665427509297	0.0008316008316008316	0.003954653308726601	0.00020652622883106156	0.015163607342378293	0.0927266459841434	0.000980392156862745	0.005226025607525477	0.00312124849939976	0.0033248891703609885	0.009138742730545556	0.0053426957716379165	0.0016682554814108675	0.0036340038935756	0.007747648035417819	0.01014851485148515	0.002104770813844715	0.013997760358342664	0.03919528269164065	0.0014447884416924663	0.009730848861283645	0.009305932531989141	0.004073319755600815	0.005383022774327123	0.0032161727544222376	0.023958333333333335	0.000670391061452514	0.00448207171314741	0.006948640483383686	0.0004329004329004329	0.001786352268667381	0.008101024541339052	0.008610792192881744	0.0018711991267737408	0.0019553072625698325	0.0032169117647058826	0.0015878056525881232	0.015381234893430015	0.0	0.0015523129462899719	0.00017528483786152498	0.0017040241184952158	0.0	0.01573301549463647	0.011620536657511093	0.000426075841499787	0.01996506114299975	0.0021019442984760903	0.016316540893330612	0.00029437739181630853	0.007003891050583658	0.02049873203719358	0.0025305778152678194	0.008210577155276504	0.0045662100456621	0.0029221456898351076	0.0013171374213376262	0.0037453183520599247	0.0006384065372829418	0.00015780337699226762	0.0036153289949385392	0.006373590455956856	0.007551602617888908	0.00031496062992125983	0.0015094339622641509	0.006812717071867485	0.01827527127355797	0.0017399557102182853	0.003380091262464086	0.004075846181109339	0.003138373751783167	0.0071666240081904265	0.006207875133025896	0.0	0.00213747328158398	0.00021598272138228941	0.002544066872614937	0.003567913385826772	0.000569584203531422	0.002293268582220423	0.001706848730531257	0.01637818723245859	0.0022263450834879408	0.000514668039114771	0.0002623983206507478	0.0027728762288883285
