Organism	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus	0.005201560468140442	0.002560819462227913	0.0	0.012139605462822459	0.0	0.0	0.001455604075691412	0.0009302325581395349	0.0009407337723424271	0.0	0.0009057971014492754	0.0	0.0	0.0008787346221441124	0.002152852529601722	0.0	0.011155378486055778	0.001128668171557562	0.004284490145672665	0.008733624454148471	0.0	0.0	0.0	0.0009398496240601503	0.0	0.0	0.0	0.0	0.001059322033898305	0.0	0.0	0.0	0.0	0.0029296875	0.0	0.013197969543147208	0.002407704654895666	0.0	0.0	0.0	0.009174311926605505	0.0	0.0	0.007042253521126761	0.0	0.0009416195856873823	0.0	0.003367003367003367	0.002205071664829107	0.024757804090419805	0.0	0.0008620689655172414	0.0030816640986132513	0.0	0.0010526315789473684	0.0	0.0	0.0	0.0	0.003948667324777887	0.0	0.0	0.0	0.0009881422924901185	0.0	0.012558869701726845	0.0	0.008120649651972157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013717421124828531	0.0	0.0	0.00437956204379562	0.004177109440267335	0.0	0.0	0.006329113924050633	0.0	0.001519756838905775	0.0	0.022610483042137718	0.010763209393346379	0.0	0.0	0.0	0.0006605019815059445	0.0	0.0	0.0	0.0	0.0	0.012427506213753107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002379064234734338	0.0	0.005836575875486381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001557632398753894	0.0	0.0	0.0007727975270479134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009416195856873822	0.0	0.0	0.0	0.0	0.0	0.0013123359580052493	0.0	0.0007433102081268583	0.0019858781994704327	0.001364256480218281	0.01060070671378092	0.0	0.0009596928982725527	0.0	0.0	0.0	0.0	0.021065675340768277	0.0	0.00028571428571428574	0.0031466331025802393	0.0	0.0	0.005649717514124294	0.0	0.006711409395973154	0.006631299734748011	0.004761904761904762	0.004405286343612335	0.0008818342151675485	0.0	0.0	0.000959462700887503	0.0	0.006641034603285564	0.0	0.0	0.0034146341463414634	0.0	0.0030627871362940277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00477326968973747	0.00482315112540193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016216216216216217	0.0	0.0	0.0	0.0	0.0	0.0	0.002849002849002849	0.0	0.0	0.008695652173913044	0.0018656716417910447	0.0014124293785310734	0.000723589001447178	0.013535031847133758	0.0007668711656441718	0.008494208494208495	0.0	0.0022692889561270802	0.004111842105263158	0.0007017543859649122	0.0	0.0	0.0013404825737265416	0.0006506180871828237	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelotrichaceae_incertae_sedis	0.005201560468140442	0.002560819462227913	0.00228310502283105	0.0015174506828528073	0.0	0.02182952182952183	0.005822416302765648	0.0	0.0009407337723424271	0.00141643059490085	0.0036231884057971015	0.0	0.05644171779141104	0.009666080843585237	0.007534983853606027	0.01227830832196453	0.0398406374501992	0.0	0.002570694087403599	0.01091703056768559	0.0011235955056179776	0.042600896860986545	0.0009560229445506692	0.0018796992481203006	0.010548523206751054	0.0008920606601248885	0.0019212295869356388	0.006498781478472786	0.0	0.004668534080298786	0.0	0.0	0.0	0.0009765625	0.0011655011655011655	0.0020304568527918783	0.0008025682182985554	0.02608695652173913	0.010131712259371834	0.0024271844660194177	0.028669724770642203	0.0	0.0015337423312883436	0.007042253521126761	0.0010193679918450561	0.011299435028248588	0.0013404825737265416	0.0	0.008820286659316428	0.035522066738428414	0.001863932898415657	0.0017241379310344827	0.013097072419106319	0.0018298261665141812	0.002105263157894737	0.0	0.003076923076923077	0.0	0.0067178502879078695	0.0009871668311944718	0.005219206680584551	0.0014619883040935672	0.0	0.0009881422924901185	0.03820816864295125	0.03218210361067504	0.0076045627376425855	0.008120649651972157	0.02531645569620253	0.0	0.0	0.008823529411764706	0.0	0.0	0.004995004995004995	0.0013717421124828531	0.01079136690647482	0.005942275042444821	0.00291970802919708	0.005847953216374269	0.0009293680297397769	0.0	0.0015822784810126582	0.001004016064257028	0.0	0.058069381598793365	0.051387461459403906	0.08414872798434442	0.0034698126301179735	0.006493506493506494	0.008166295471417966	0.018494055482166448	0.02214022140221402	0.000657030223390276	0.0	0.0	0.0	0.05550952775476387	0.036729036729036726	0.0	0.0	0.005770816158285243	0.0	0.01588628762541806	0.0	0.0	0.017350157728706624	0.0057251908396946565	0.0	0.03400735294117647	0.0	0.0031720856463124504	0.06375442739079103	0.0	0.0068775790921595595	0.0	0.004381161007667032	0.02425876010781671	0.005612722170252572	0.0	0.015151515151515152	0.0033491487580240022	0.008566978193146417	0.024926686217008796	0.0008488964346349745	0.013523956723338483	0.001851851851851852	0.00337126000842815	0.030690537084398978	0.015346534653465346	0.0	0.0	0.0	0.020018767594619957	0.02403846153846154	0.02448210922787194	0.0009683666881859263	0.005319148936170213	0.0	0.006489994591671174	0.0	0.007874015748031496	0.001937984496124031	0.0	0.0019858781994704327	0.0	0.0	0.0	0.0009596928982725527	0.0011786892975011788	0.0017699115044247787	0.000942951438000943	0.007069408740359897	0.0	0.016795279164775308	0.006857142857142858	0.0025173064820641915	0.0	0.0006269592476489029	0.002421307506053269	0.0015086748805632389	0.004026845637583892	0.002652519893899204	0.004761904761904762	0.01762114537444934	0.004409171075837742	0.000924000924000924	0.0014236902050113896	0.0004797313504437515	0.0	0.0	0.0	0.014598540145985401	0.0017073170731707317	0.008545034642032334	0.00030627871362940275	0.0024252223120452706	0.0	0.005825242718446602	0.0005614823133071309	0.0	0.001288659793814433	0.006172839506172839	0.0	0.0024509803921568627	0.0024009603841536613	0.0056179775280898875	0.0	0.0	0.0	0.0	0.04040404040404041	0.005050505050505051	0.0019801980198019802	0.0	0.0	0.05405405405405406	0.0012787723785166241	0.009699321047526674	0.004304160688665711	0.0	0.00129366106080207	0.0012903225806451613	0.05413105413105413	0.0	0.02167487684729064	0.004347826086956522	0.0	0.002824858757062147	0.001447178002894356	0.0007961783439490446	0.0	0.04324324324324324	0.0	0.0	0.0008223684210526315	0.0014035087719298245	0.0	0.012875536480686695	0.0	0.029277813923227064	0.0010582010582010583
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania	0.0	0.0	0.0	0.0030349013657056147	0.0	0.0031185031185031187	0.0	0.0027906976744186047	0.0009407337723424271	0.0	0.0	0.0	0.0	0.0	0.0	0.001364256480218281	0.0	0.0	0.002570694087403599	0.0	0.0	0.0	0.0	0.0009398496240601503	0.0	0.0008920606601248885	0.0	0.0	0.0	0.0018674136321195146	0.0012755102040816326	0.0	0.0008019246190858059	0.0	0.005827505827505828	0.003045685279187817	0.0016051364365971107	0.0	0.0	0.0016181229773462784	0.0034403669724770644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002205071664829107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007692307692307692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001160092807424594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007598784194528875	0.0	0.0	0.0009784735812133072	0.0006939625260235947	0.0	0.0014847809948032665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008361204013377926	0.0	0.0	0.0	0.0009541984732824427	0.0	0.0	0.000984251968503937	0.0	0.0	0.0019455252918287938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011682242990654205	0.0	0.0	0.002704791344667697	0.005555555555555556	0.0008428150021070375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00032278889606197545	0.0	0.0	0.0005408328826392645	0.0	0.005249343832020997	0.0	0.0007433102081268583	0.0002206531332744925	0.0006821282401091405	0.0035335689045936395	0.0	0.0009596928982725527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008071025020177562	0.0005028916268544129	0.0026845637583892616	0.003978779840848806	0.0	0.0	0.0	0.0	0.0	0.00023986567522187575	0.0	0.0	0.0	0.014598540145985401	0.0007317073170731707	0.0016166281755196305	0.0006125574272588055	0.0	0.0	0.003883495145631068	0.0	0.002544529262086514	0.0	0.0030864197530864196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025252525252525255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014492753623188406	0.0	0.0	0.000723589001447178	0.0	0.0	0.0015444015444015444	0.001272264631043257	0.0	0.0	0.0	0.0	0.0	0.0006702412868632708	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter	0.0013003901170351106	0.0012804097311139564	0.0	0.0030349013657056147	0.001303780964797914	0.0	0.0	0.0	0.0037629350893697085	0.0	0.0018115942028985507	0.0	0.0	0.0	0.002152852529601722	0.001364256480218281	0.0	0.0	0.0	0.001091703056768559	0.0	0.0	0.0	0.006578947368421052	0.002109704641350211	0.0026761819803746653	0.0009606147934678194	0.0	0.0	0.0	0.0012755102040816326	0.0	0.0008019246190858059	0.0048828125	0.0	0.0	0.0008025682182985554	0.002173913043478261	0.0	0.0024271844660194173	0.0011467889908256881	0.0	0.009202453987730062	0.0	0.0	0.0009416195856873823	0.0	0.0	0.008820286659316428	0.001076426264800861	0.007455731593662628	0.0	0.0	0.0	0.002105263157894737	0.0021668472372697724	0.0007692307692307692	0.0	0.0	0.0	0.0	0.0	0.0	0.003952569169960474	0.0013175230566534915	0.0	0.005069708491761723	0.0	0.0	0.022727272727272728	0.0	0.0	0.0	0.0	0.0	0.00411522633744856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007598784194528875	0.0	0.0	0.0019569471624266144	0.0	0.0	0.0007423904974016332	0.0	0.0	0.0	0.0	0.0	0.0009372071227741331	0.0	0.0	0.0007067137809187279	0.0	0.0	0.0	0.0	0.0	0.0	0.0015772870662460567	0.0	0.0	0.0	0.0	0.011102299762093577	0.0011806375442739079	0.0	0.001375515818431912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003863987635239567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005714285714285715	0.0012586532410320957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014492753623188406	0.0	0.0	0.001447178002894356	0.0	0.003067484662576687	0.0015444015444015444	0.0	0.0	0.0	0.0	0.0	0.0	0.006702412868632708	0.0	0.0031746031746031746
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010548523206751054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001272264631043257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001607717041800643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003940886699507389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Acidaminococcus	0.0	0.0	0.0	0.0015174506828528073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006458557588805167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00487408610885459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016835016835016834	0.0	0.0	0.0	0.011206896551724138	0.0	0.0	0.0	0.0	0.003076923076923077	0.0	0.0	0.01085883514313919	0.0	0.0	0.0	0.004940711462450593	0.0	0.0	0.0	0.0	0.0015822784810126582	0.0	0.01762632197414806	0.0	0.0	0.0	0.001998001998001998	0.0	0.0	0.0	0.00291970802919708	0.0	0.027881040892193308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022271714922048997	0.0019815059445178335	0.0	0.0	0.0008012820512820513	0.03789836347975883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01812977099236641	0.0	0.0	0.0	0.004758128469468675	0.0	0.0	0.0	0.0	0.0032858707557502738	0.0215633423180593	0.0018709073900841909	0.0	0.0	0.0	0.0	0.0	0.001697792869269949	0.0003863987635239567	0.005555555555555556	0.0	0.0	0.0	0.0	0.0	0.0	0.004379105411323116	0.0	0.0	0.012265978050355068	0.0	0.0	0.0	0.013365735115431349	0.0	0.0	0.0	0.0	0.0	0.0	0.03010371869466228	0.03790786948176583	0.0	0.0	0.0	0.028277634961439587	0.0	0.0	0.014285714285714285	0.0	0.0	0.0	0.0	0.004274578828262509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007168458781362007	0.0	0.03333333333333333	0.0	0.0	0.0	0.0	0.0	0.02880658436213992	0.0	0.05334081976417743	0.0	0.0	0.015432098765432098	0.0	0.0	0.0012004801920768306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021621621621621623	0.010230179028132993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019704433497536944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010582010582010583
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Phascolarctobacterium	0.0	0.0	0.0	0.0	0.0	0.004158004158004158	0.0	0.0	0.0018814675446848542	0.0028328611898017	0.0018115942028985507	0.0	0.0	0.0	0.0032292787944025836	0.0	0.004780876494023904	0.0	0.005141388174807198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008123476848090983	0.00423728813559322	0.0	0.002551020408163265	0.0007911392405063291	0.0	0.0	0.0	0.0	0.0	0.0	0.02127659574468085	0.0	0.0	0.0	0.0	0.002347417840375587	0.0010193679918450561	0.0	0.0	0.006734006734006734	0.0033076074972436605	0.0	0.0027958993476234857	0.0017241379310344827	0.0	0.0	0.0	0.0	0.0	0.0	0.0019193857965451055	0.0009871668311944718	0.0020876826722338203	0.003654970760233918	0.003389830508474576	0.0	0.0	0.0031397174254317113	0.0	0.001160092807424594	0.0	0.0	0.0	0.0	0.0019646365422396855	0.0	0.0	0.0	0.0	0.0	0.0	0.001670843776106934	0.0	0.0	0.0	0.0	0.008358662613981762	0.0	0.0	0.0	0.004857737682165163	0.0	0.003711952487008166	0.0	0.10947109471094711	0.0	0.005608974358974359	0.0	0.0028116213683223993	0.0	0.008316008316008316	0.0	0.00702576112412178	0.0	0.0	0.0	0.0	0.0008116883116883117	0.0	0.009541984732824428	0.009724473257698542	0.0	0.013779527559055118	0.0	0.0	0.0	0.001375515818431912	0.0	0.002190580503833516	0.008086253369272238	0.0	0.0	0.0	0.0	0.015186915887850467	0.0	0.010186757215619695	0.037480680061823805	0.003703703703703704	0.022334597555836493	0.0	0.0	0.0	0.0	0.0	0.0	0.004807692307692308	0.003766478342749529	0.013234344738540994	0.0	0.0	0.014061654948620876	0.006561360874848116	0.0	0.0	0.01263627353815659	0.003089143865842895	0.0	0.0	0.0	0.01727447216890595	0.0	0.0	0.0	0.02442159383033419	0.0012391573729863693	0.0	0.0	0.0	0.0	0.0	0.0	0.0077948202162434	0.0174496644295302	0.006631299734748011	0.002380952380952381	0.00881057268722467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0072992700729927005	0.0	0.006697459584295612	0.007350689127105666	0.0	0.0	0.0	0.0	0.0	0.007731958762886598	0.0	0.0	0.0	0.0	0.0	0.0	0.001607717041800643	0.0	0.0017953321364452424	0.0	0.0	0.0	0.0066815144766146995	0.0	0.0	0.0025575447570332483	0.0	0.0	0.0	0.01164294954721863	0.0	0.0	0.04918032786885246	0.0	0.021739130434782608	0.0	0.0	0.013748191027496382	0.007961783439490446	0.007668711656441718	0.006177606177606178	0.011450381679389313	0.0	0.0	0.0	0.0030303030303030303	0.011444921316165951	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Succiniclasticum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008361204013377926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__	0.0	0.0	0.0	0.0015174506828528073	0.0	0.0	0.0	0.0	0.0	0.0	0.0009057971014492754	0.0008453085376162299	0.0	0.0008787346221441124	0.002152852529601722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009398496240601503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011655011655011655	0.0	0.0	0.0	0.0	0.0	0.0	0.0021231422505307855	0.0015337423312883436	0.0	0.0	0.0009416195856873823	0.0	0.0	0.0	0.0	0.0009319664492078285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001694915254237288	0.0	0.002635046113306983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00291970802919708	0.0	0.0	0.0	0.0	0.0	0.0007598784194528875	0.0	0.0010277492291880781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016207455429497568	0.0	0.0	0.0	0.0	0.0009727626459143969	0.0	0.0	0.0	0.0	0.0	0.01937046004842615	0.0	0.0	0.0	0.0	0.003395585738539898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015503875968992248	0.0	0.0	0.0	0.0	0.0	0.0019193857965451055	0.001885902876001886	0.0	0.0	0.0019280205655526992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001763668430335097	0.0	0.0019931662870159455	0.0011993283761093788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024509803921568627	0.0	0.0	0.0	0.001607717041800643	0.0	0.0	0.0	0.0025252525252525255	0.0	0.0	0.0035971223021582736	0.0	0.0	0.0009699321047526673	0.0	0.0	0.0	0.0	0.0	0.0	0.0019704433497536944	0.0	0.002798507462686567	0.0	0.0	0.0	0.0	0.0	0.0	0.0007564296520423601	0.0	0.0	0.0	0.0	0.0006702412868632708	0.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Dialister	0.0	0.040973111395646605	0.0	0.0	0.0	0.0	0.0	0.018604651162790697	0.0	0.00141643059490085	0.0	0.0008453085376162299	0.0	0.006151142355008787	0.0	0.034106412005457026	0.0	0.0	0.0	0.010917030567685589	0.0	0.0	0.0038240917782026767	0.011278195488721804	0.0	0.006244424620874219	0.01729106628242075	0.0	0.0	0.0	0.0	0.0	0.0056134723336006415	0.009765625	0.026806526806526808	0.0	0.0	0.0	0.0	0.032362459546925564	0.014908256880733946	0.0	0.06134969325153374	0.02112676056338028	0.0	0.03483992467043315	0.0	0.0	0.0	0.02691065662002153	0.0	0.010344827586206896	0.0	0.009149130832570906	0.0	0.0	0.025384615384615384	0.0	0.003838771593090211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012674271229404308	0.0	0.0	0.007954545454545454	0.0011750881316098707	0.21176470588235294	0.029469548133595286	0.0	0.005994005994005994	0.05075445816186557	0.0	0.0025466893039049238	0.0	0.0	0.08828996282527882	0.0	0.03955696202531646	0.0	0.001519756838905775	0.0	0.0	0.0	0.0	0.023809523809523808	0.0	0.03632760898282695	0.0	0.040735873850197106	0.0	0.0017226528854435831	0.0	0.0	0.0	0.021201413427561835	0.0	0.0	0.013123359580052493	0.0	0.0041356492969396195	0.0	0.0	0.0	0.0	0.001838235294117647	0.0	0.0	0.0035419126328217238	0.0038910505836575876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003894080996884735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005319148936170213	0.0	0.0	0.0	0.006561679790026247	0.001937984496124031	0.0	0.0024271844660194173	0.002728512960436562	0.01060070671378092	0.030103718694662284	0.0004798464491362764	0.0	0.0	0.0	0.0012853470437017994	0.0	0.0018157058556513845	0.00028571428571428574	0.0025173064820641915	0.0	0.0	0.031476997578692496	0.0	0.0	0.0	0.0	0.0	0.0	0.001386001386001386	0.015945330296127564	0.0	0.0	0.0017476406850751485	0.016666666666666666	0.0	0.04439024390243902	0.00046189376443418013	0.0	0.0	0.01748971193415638	0.0	0.0	0.0	0.0	0.0	0.0	0.0024509803921568627	0.0012004801920768306	0.0	0.0	0.0	0.0	0.0	0.010101010101010102	0.030303030303030304	0.027722772277227723	0.0	0.0035971223021582736	0.0	0.029411764705882353	0.0	0.0	0.009320905459387484	0.0	0.0	0.012820512820512822	0.0	0.0	0.0	0.013992537313432836	0.022598870056497175	0.0	0.0	0.0	0.0	0.0	0.05597579425113464	0.05921052631578947	0.05473684210526315	0.0	0.0	0.01675603217158177	0.02147039687703318	0.010582010582010581
